Número de factura,Sucursal,Ciudad,Tipo de cliente,Género,Línea de producto,Precio unitario,Cantidad,Impuesto 5%,Total,Fecha,Hora,Método de pago,Costo de bienes vendidos,Porcentaje de margen bruto,Ingreso bruto,Calificación
NuevaFactura8591,A,Yangon,Normal,Masculino,Salud y belleza,"65,18",3,"9,777","205,317",25/02/2019,20:35,Tarjeta de crédito,"195,54","4,761904762","9,777","6,3"
NuevaFactura3995,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"14,87",2,"1,487","31,227",13/02/2019,18:15,Tarjeta de crédito,"29,74","4,761904762","1,487","8,9"
NuevaFactura7999,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"23,82",5,"5,955","125,055",28/01/2019,19:24,Billetera electrónica,"119,1","4,761904762","5,955","5,4"
NuevaFactura7285,B,Mandalay,Miembro,Femenino,Deportes y viajes,"16,49",2,"1,649","34,629",05/02/2019,11:32,Billetera electrónica,"32,98","4,761904762","1,649","4,6"
NuevaFactura8714,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"98,97",9,"44,5365","935,2665",09/03/2019,11:23,Efectivo,"890,73","4,761904762","44,5365","6,7"
NuevaFactura9177,B,Mandalay,Normal,Femenino,Salud y belleza,"34,21",10,"17,105","359,205",02/01/2019,13:00,Efectivo,"342,1","4,761904762","17,105","5,1"
NuevaFactura8862,C,Naypyitaw,Miembro,Masculino,Salud y belleza,"81,23",7,"28,4305","597,0405",15/01/2019,20:44,Efectivo,"568,61","4,761904762","28,4305","9,0"
NuevaFactura5775,B,Mandalay,Normal,Femenino,Deportes y viajes,"40,62",2,"4,062","85,302",17/01/2019,10:01,Tarjeta de crédito,"81,24","4,761904762","4,062","4,1"
NuevaFactura1092,A,Yangon,Normal,Femenino,Hogar y estilo de vida,"77,95",6,"23,385","491,085",21/01/2019,16:37,Billetera electrónica,"467,7","4,761904762","23,385","8,0"
NuevaFactura4543,C,Naypyitaw,Normal,Femenino,Salud y belleza,"46,26",6,"13,878","291,438",08/03/2019,17:11,Tarjeta de crédito,"277,56","4,761904762","13,878","9,5"
NuevaFactura6870,C,Naypyitaw,Normal,Masculino,Accesorios de moda,"90,22",3,"13,533","284,193",18/02/2019,19:39,Efectivo,"270,66","4,761904762","13,533","6,2"
NuevaFactura6277,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"38,6",3,"5,79","121,59",28/03/2019,13:57,Billetera electrónica,"115,8","4,761904762","5,79","7,5"
NuevaFactura6185,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"33,84",9,"15,228","319,788",21/03/2019,16:21,Billetera electrónica,"304,56","4,761904762","15,228","8,8"
NuevaFactura7489,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"77,56",10,"38,78","814,38",14/03/2019,20:35,Billetera electrónica,"775,6","4,761904762","38,78","6,9"
NuevaFactura6765,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"98,79",3,"14,8185","311,1885",23/02/2019,20:00,Billetera electrónica,"296,37","4,761904762","14,8185","6,4"
NuevaFactura8005,A,Yangon,Normal,Femenino,Hogar y estilo de vida,"33,3",9,"14,985","314,685",04/03/2019,15:27,Billetera electrónica,"299,7","4,761904762","14,985","7,2"
NuevaFactura6952,C,Naypyitaw,Normal,Masculino,Accesorios electrónicos,"24,74",10,"12,37","259,77",24/02/2019,16:44,Efectivo,"247,4","4,761904762","12,37","7,1"
NuevaFactura8748,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"25,91",6,"7,773","163,233",05/02/2019,10:16,Billetera electrónica,"155,46","4,761904762","7,773","8,7"
NuevaFactura7588,B,Mandalay,Miembro,Femenino,Deportes y viajes,"23,08",6,"6,924","145,404",24/01/2019,19:20,Billetera electrónica,"138,48","4,761904762","6,924","4,9"
NuevaFactura9810,C,Naypyitaw,Normal,Femenino,Accesorios electrónicos,"12,45",6,"3,735","78,435",09/02/2019,13:11,Efectivo,"74,7","4,761904762","3,735","4,1"
NuevaFactura3898,A,Yangon,Miembro,Femenino,Alimentos y bebidas,"47,63",9,"21,4335","450,1035",23/01/2019,12:35,Efectivo,"428,67","4,761904762","21,4335","5,0"
NuevaFactura8849,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"47,16",5,"11,79","247,59",03/02/2019,14:35,Tarjeta de crédito,"235,8","4,761904762","11,79","6,0"
NuevaFactura6524,A,Yangon,Miembro,Masculino,Salud y belleza,"10,08",7,"3,528","74,088",28/03/2019,20:14,Efectivo,"70,56","4,761904762","3,528","4,2"
NuevaFactura7779,B,Mandalay,Normal,Femenino,Deportes y viajes,"40,62",2,"4,062","85,302",17/01/2019,10:01,Tarjeta de crédito,"81,24","4,761904762","4,062","4,1"
NuevaFactura6276,B,Mandalay,Miembro,Femenino,Hogar y estilo de vida,"52,18",7,"18,263","383,523",09/03/2019,10:54,Efectivo,"365,26","4,761904762","18,263","9,3"
NuevaFactura8656,C,Naypyitaw,Normal,Masculino,Hogar y estilo de vida,"35,47",4,"7,094","148,974",14/03/2019,17:22,Tarjeta de crédito,"141,88","4,761904762","7,094","6,9"
NuevaFactura3752,C,Naypyitaw,Normal,Masculino,Accesorios electrónicos,"83,08",1,"4,154","87,234",23/01/2019,17:16,Billetera electrónica,"83,08","4,761904762","4,154","6,4"
NuevaFactura6851,B,Mandalay,Miembro,Masculino,Hogar y estilo de vida,"71,86",8,"28,744","603,624",06/03/2019,15:07,Tarjeta de crédito,"574,88","4,761904762","28,744","6,2"
NuevaFactura1009,A,Yangon,Miembro,Femenino,Alimentos y bebidas,"91,61",1,"4,5805","96,1905",20/03/2019,19:44,Efectivo,"91,61","4,761904762","4,5805","9,8"
NuevaFactura1162,C,Naypyitaw,Normal,Masculino,Accesorios de moda,"99,82",2,"9,982","209,622",02/01/2019,18:09,Tarjeta de crédito,"199,64","4,761904762","9,982","6,7"
NuevaFactura7105,A,Yangon,Miembro,Masculino,Accesorios electrónicos,"92,6",7,"32,41","680,61",27/02/2019,12:52,Tarjeta de crédito,"648,2","4,761904762","32,41","9,3"
NuevaFactura9876,B,Mandalay,Miembro,Masculino,Deportes y viajes,"26,67",10,"13,335","280,035",29/01/2019,11:48,Efectivo,"266,7","4,761904762","13,335","8,6"
NuevaFactura8406,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"30,41",1,"1,5205","31,9305",22/02/2019,10:36,Tarjeta de crédito,"30,41","4,761904762","1,5205","8,4"
NuevaFactura4907,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"46,66",9,"20,997","440,937",17/02/2019,19:11,Billetera electrónica,"419,94","4,761904762","20,997","5,3"
NuevaFactura1869,B,Mandalay,Miembro,Masculino,Salud y belleza,"39,91",3,"5,9865","125,7165",21/02/2019,12:40,Billetera electrónica,"119,73","4,761904762","5,9865","9,3"
NuevaFactura8734,B,Mandalay,Miembro,Masculino,Salud y belleza,"97,22",9,"43,749","918,729",30/03/2019,14:43,Billetera electrónica,"874,98","4,761904762","43,749","6,0"
NuevaFactura2840,A,Yangon,Normal,Masculino,Alimentos y bebidas,"81,71",6,"24,513","514,773",27/01/2019,14:36,Tarjeta de crédito,"490,26","4,761904762","24,513","8,0"
NuevaFactura7284,C,Naypyitaw,Miembro,Masculino,Accesorios de moda,"69,33",2,"6,933","145,593",05/02/2019,19:05,Billetera electrónica,"138,66","4,761904762","6,933","9,7"
NuevaFactura1893,B,Mandalay,Normal,Masculino,Accesorios electrónicos,"22,01",6,"6,603","138,663",02/01/2019,18:50,Efectivo,"132,06","4,761904762","6,603","7,6"
NuevaFactura1224,B,Mandalay,Miembro,Masculino,Accesorios electrónicos,"87,87",9,"39,5415","830,3715",31/01/2019,20:32,Billetera electrónica,"790,83","4,761904762","39,5415","5,6"
NuevaFactura6690,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"74,29",1,"3,7145","78,0045",13/01/2019,19:30,Efectivo,"74,29","4,761904762","3,7145","5,0"
NuevaFactura4225,C,Naypyitaw,Miembro,Femenino,Accesorios electrónicos,"60,95",1,"3,0475","63,9975",18/02/2019,11:40,Billetera electrónica,"60,95","4,761904762","3,0475","5,9"
NuevaFactura5575,A,Yangon,Normal,Masculino,Deportes y viajes,"72,5",8,"29,0","609,0",16/03/2019,19:25,Billetera electrónica,"580,0","4,761904762","29,0","9,2"
NuevaFactura5601,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"97,21",10,"48,605","1020,705",08/02/2019,13:00,Tarjeta de crédito,"972,1","4,761904762","48,605","8,7"
NuevaFactura1392,B,Mandalay,Miembro,Masculino,Salud y belleza,"25,9",10,"12,95","271,95",06/02/2019,14:51,Billetera electrónica,"259,0","4,761904762","12,95","8,7"
NuevaFactura5507,A,Yangon,Normal,Femenino,Hogar y estilo de vida,"28,32",5,"7,08","148,68",11/03/2019,13:28,Billetera electrónica,"141,6","4,761904762","7,08","6,2"
NuevaFactura4174,A,Yangon,Miembro,Femenino,Hogar y estilo de vida,"89,21",9,"40,1445","843,0345",15/01/2019,15:42,Tarjeta de crédito,"802,89","4,761904762","40,1445","6,5"
NuevaFactura1864,B,Mandalay,Normal,Masculino,Salud y belleza,"87,87",10,"43,935","922,635",29/03/2019,10:25,Billetera electrónica,"878,7","4,761904762","43,935","5,1"
NuevaFactura4878,C,Naypyitaw,Normal,Masculino,Hogar y estilo de vida,"46,22",4,"9,244","194,124",12/03/2019,20:04,Tarjeta de crédito,"184,88","4,761904762","9,244","6,2"
NuevaFactura8108,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"21,08",3,"3,162","66,402",09/02/2019,10:25,Efectivo,"63,24","4,761904762","3,162","7,3"
NuevaFactura6483,B,Mandalay,Miembro,Femenino,Accesorios de moda,"38,3",4,"7,66","160,86",13/03/2019,19:22,Efectivo,"153,2","4,761904762","7,66","5,7"
NuevaFactura3353,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"71,92",5,"17,98","377,58",17/01/2019,15:05,Tarjeta de crédito,"359,6","4,761904762","17,98","4,3"
NuevaFactura8102,C,Naypyitaw,Normal,Masculino,Accesorios electrónicos,"55,87",10,"27,935","586,635",15/01/2019,15:01,Efectivo,"558,7","4,761904762","27,935","5,8"
NuevaFactura7431,C,Naypyitaw,Normal,Masculino,Accesorios de moda,"27,38",6,"8,214","172,494",05/01/2019,20:54,Tarjeta de crédito,"164,28","4,761904762","8,214","7,9"
NuevaFactura3841,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"54,07",9,"24,3315","510,9615",27/01/2019,14:55,Billetera electrónica,"486,63","4,761904762","24,3315","9,5"
NuevaFactura6574,A,Yangon,Normal,Femenino,Accesorios de moda,"81,91",2,"8,191","172,011",05/03/2019,17:43,Efectivo,"163,82","4,761904762","8,191","7,8"
NuevaFactura7512,B,Mandalay,Miembro,Femenino,Deportes y viajes,"23,08",6,"6,924","145,404",24/01/2019,19:20,Billetera electrónica,"138,48","4,761904762","6,924","4,9"
NuevaFactura1093,C,Naypyitaw,Normal,Femenino,Salud y belleza,"58,32",2,"5,832","122,472",14/02/2019,12:42,Billetera electrónica,"116,64","4,761904762","5,832","6,0"
NuevaFactura7215,B,Mandalay,Miembro,Masculino,Deportes y viajes,"37,32",9,"16,794","352,674",06/03/2019,15:31,Billetera electrónica,"335,88","4,761904762","16,794","5,1"
NuevaFactura8826,A,Yangon,Miembro,Femenino,Accesorios electrónicos,"94,64",3,"14,196","298,116",21/02/2019,16:55,Efectivo,"283,92","4,761904762","14,196","5,5"
NuevaFactura9147,B,Mandalay,Normal,Femenino,Deportes y viajes,"54,51",6,"16,353","343,413",17/03/2019,13:54,Billetera electrónica,"327,06","4,761904762","16,353","7,8"
NuevaFactura6581,C,Naypyitaw,Miembro,Masculino,Alimentos y bebidas,"17,44",5,"4,36","91,56",15/01/2019,19:25,Efectivo,"87,2","4,761904762","4,36","8,1"
NuevaFactura2470,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"21,04",4,"4,208","88,368",13/01/2019,13:58,Efectivo,"84,16","4,761904762","4,208","7,6"
NuevaFactura8460,B,Mandalay,Normal,Femenino,Deportes y viajes,"67,43",5,"16,8575","354,0075",06/03/2019,18:13,Billetera electrónica,"337,15","4,761904762","16,8575","6,3"
NuevaFactura1129,A,Yangon,Normal,Masculino,Hogar y estilo de vida,"93,96",9,"42,282","887,922",20/03/2019,11:32,Efectivo,"845,64","4,761904762","42,282","9,8"
NuevaFactura2795,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"53,44",2,"5,344","112,224",20/01/2019,20:38,Billetera electrónica,"106,88","4,761904762","5,344","4,1"
NuevaFactura9576,C,Naypyitaw,Normal,Femenino,Alimentos y bebidas,"43,18",8,"17,272","362,712",19/01/2019,19:39,Tarjeta de crédito,"345,44","4,761904762","17,272","8,3"
NuevaFactura8987,B,Mandalay,Normal,Femenino,Alimentos y bebidas,"84,05",6,"25,215","529,515",29/01/2019,10:48,Tarjeta de crédito,"504,3","4,761904762","25,215","7,7"
NuevaFactura6383,A,Yangon,Normal,Masculino,Deportes y viajes,"37,14",5,"9,285","194,985",08/01/2019,13:05,Billetera electrónica,"185,7","4,761904762","9,285","5,0"
NuevaFactura1633,B,Mandalay,Normal,Masculino,Deportes y viajes,"75,92",8,"30,368","637,728",20/03/2019,14:14,Efectivo,"607,36","4,761904762","30,368","5,5"
NuevaFactura1820,B,Mandalay,Miembro,Femenino,Accesorios de moda,"68,71",4,"13,742","288,582",04/01/2019,19:01,Efectivo,"274,84","4,761904762","13,742","4,1"
NuevaFactura8306,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"23,48",2,"2,348","49,308",14/03/2019,11:21,Tarjeta de crédito,"46,96","4,761904762","2,348","7,9"
NuevaFactura4910,A,Yangon,Miembro,Masculino,Deportes y viajes,"44,02",10,"22,01","462,21",20/03/2019,19:57,Tarjeta de crédito,"440,2","4,761904762","22,01","9,6"
NuevaFactura3514,C,Naypyitaw,Normal,Femenino,Accesorios electrónicos,"40,86",8,"16,344","343,224",07/02/2019,14:38,Tarjeta de crédito,"326,88","4,761904762","16,344","6,5"
NuevaFactura4299,A,Yangon,Miembro,Femenino,Deportes y viajes,"22,01",4,"4,402","92,442",29/01/2019,18:15,Tarjeta de crédito,"88,04","4,761904762","4,402","6,6"
NuevaFactura9353,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"84,83",1,"4,2415","89,0715",14/01/2019,15:20,Billetera electrónica,"84,83","4,761904762","4,2415","8,8"
NuevaFactura1876,C,Naypyitaw,Miembro,Femenino,Deportes y viajes,"87,16",2,"8,716","183,036",11/01/2019,14:29,Tarjeta de crédito,"174,32","4,761904762","8,716","9,7"
NuevaFactura6746,A,Yangon,Miembro,Femenino,Deportes y viajes,"38,72",9,"17,424","365,904",20/03/2019,12:24,Billetera electrónica,"348,48","4,761904762","17,424","4,2"
NuevaFactura7410,B,Mandalay,Miembro,Masculino,Hogar y estilo de vida,"38,81",4,"7,762","163,002",19/03/2019,13:40,Billetera electrónica,"155,24","4,761904762","7,762","4,9"
NuevaFactura6466,A,Yangon,Normal,Masculino,Alimentos y bebidas,"43,25",2,"4,325","90,825",20/03/2019,15:56,Efectivo,"86,5","4,761904762","4,325","6,2"
NuevaFactura7205,B,Mandalay,Normal,Masculino,Deportes y viajes,"34,37",10,"17,185","360,885",16/03/2019,10:11,Billetera electrónica,"343,7","4,761904762","17,185","6,7"
NuevaFactura4904,C,Naypyitaw,Miembro,Femenino,Hogar y estilo de vida,"86,27",1,"4,3135","90,5835",20/02/2019,13:24,Billetera electrónica,"86,27","4,761904762","4,3135","7,0"
NuevaFactura1832,B,Mandalay,Normal,Masculino,Accesorios electrónicos,"22,95",10,"11,475","240,975",06/02/2019,19:20,Billetera electrónica,"229,5","4,761904762","11,475","8,2"
NuevaFactura3067,B,Mandalay,Miembro,Femenino,Accesorios de moda,"17,48",6,"5,244","110,124",18/01/2019,15:04,Tarjeta de crédito,"104,88","4,761904762","5,244","6,1"
NuevaFactura1600,A,Yangon,Normal,Masculino,Deportes y viajes,"60,87",2,"6,087","127,827",09/03/2019,12:37,Billetera electrónica,"121,74","4,761904762","6,087","8,7"
NuevaFactura1856,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"40,52",5,"10,13","212,73",03/02/2019,15:19,Efectivo,"202,6","4,761904762","10,13","4,5"
NuevaFactura3550,B,Mandalay,Normal,Femenino,Salud y belleza,"14,76",2,"1,476","30,996",18/02/2019,14:42,Billetera electrónica,"29,52","4,761904762","1,476","4,3"
NuevaFactura6639,B,Mandalay,Miembro,Masculino,Deportes y viajes,"78,07",9,"35,1315","737,7615",28/01/2019,12:43,Efectivo,"702,63","4,761904762","35,1315","4,5"
NuevaFactura6032,C,Naypyitaw,Miembro,Masculino,Accesorios de moda,"49,04",9,"22,068","463,428",09/01/2019,14:20,Tarjeta de crédito,"441,36","4,761904762","22,068","8,6"
NuevaFactura3051,B,Mandalay,Normal,Femenino,Accesorios electrónicos,"43,0",4,"8,6","180,6",31/01/2019,20:48,Billetera electrónica,"172,0","4,761904762","8,6","7,6"
NuevaFactura7258,A,Yangon,Normal,Femenino,Deportes y viajes,"12,34",7,"4,319","90,699",04/03/2019,11:19,Tarjeta de crédito,"86,38","4,761904762","4,319","6,7"
NuevaFactura2160,B,Mandalay,Miembro,Masculino,Salud y belleza,"54,86",5,"13,715","288,015",29/03/2019,16:48,Billetera electrónica,"274,3","4,761904762","13,715","9,8"
NuevaFactura6354,B,Mandalay,Miembro,Femenino,Deportes y viajes,"11,85",8,"4,74","99,54",09/01/2019,16:34,Efectivo,"94,8","4,761904762","4,74","4,1"
NuevaFactura4467,C,Naypyitaw,Miembro,Masculino,Accesorios de moda,"67,39",7,"23,5865","495,3165",23/03/2019,13:23,Billetera electrónica,"471,73","4,761904762","23,5865","6,9"
NuevaFactura4802,A,Yangon,Normal,Femenino,Accesorios de moda,"61,77",5,"15,4425","324,2925",08/03/2019,13:21,Efectivo,"308,85","4,761904762","15,4425","6,7"
NuevaFactura3762,B,Mandalay,Miembro,Femenino,Deportes y viajes,"11,85",8,"4,74","99,54",09/01/2019,16:34,Efectivo,"94,8","4,761904762","4,74","4,1"
NuevaFactura6089,A,Yangon,Miembro,Masculino,Deportes y viajes,"88,63",3,"13,2945","279,1845",02/03/2019,17:36,Billetera electrónica,"265,89","4,761904762","13,2945","6,0"
NuevaFactura4140,C,Naypyitaw,Normal,Femenino,Alimentos y bebidas,"57,29",6,"17,187","360,927",21/03/2019,17:04,Billetera electrónica,"343,74","4,761904762","17,187","5,9"
NuevaFactura6397,A,Yangon,Normal,Masculino,Accesorios electrónicos,"74,58",7,"26,103","548,163",04/02/2019,16:09,Tarjeta de crédito,"522,06","4,761904762","26,103","9,0"
NuevaFactura5351,A,Yangon,Miembro,Masculino,Accesorios de moda,"55,45",1,"2,7725","58,2225",26/02/2019,17:46,Tarjeta de crédito,"55,45","4,761904762","2,7725","4,9"
NuevaFactura1968,B,Mandalay,Normal,Masculino,Deportes y viajes,"34,37",10,"17,185","360,885",16/03/2019,10:11,Billetera electrónica,"343,7","4,761904762","17,185","6,7"
NuevaFactura8991,A,Yangon,Miembro,Femenino,Accesorios de moda,"71,46",7,"25,011","525,231",28/03/2019,16:06,Billetera electrónica,"500,22","4,761904762","25,011","4,5"
NuevaFactura2352,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"60,01",4,"12,002","252,042",25/01/2019,15:54,Efectivo,"240,04","4,761904762","12,002","4,5"
NuevaFactura7748,C,Naypyitaw,Normal,Femenino,Alimentos y bebidas,"52,6",9,"23,67","497,07",16/01/2019,14:42,Efectivo,"473,4","4,761904762","23,67","7,6"
NuevaFactura5772,B,Mandalay,Normal,Femenino,Salud y belleza,"13,5",10,"6,75","141,75",27/02/2019,11:06,Tarjeta de crédito,"135,0","4,761904762","6,75","4,8"
NuevaFactura3499,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"92,98",2,"9,298","195,258",13/02/2019,15:06,Tarjeta de crédito,"185,96","4,761904762","9,298","8,0"
NuevaFactura9528,A,Yangon,Miembro,Femenino,Hogar y estilo de vida,"28,31",4,"5,662","118,902",07/03/2019,18:35,Efectivo,"113,24","4,761904762","5,662","8,2"
NuevaFactura3991,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"38,42",1,"1,921","40,341",02/02/2019,16:33,Efectivo,"38,42","4,761904762","1,921","8,6"
NuevaFactura5003,B,Mandalay,Normal,Femenino,Salud y belleza,"13,5",10,"6,75","141,75",27/02/2019,11:06,Tarjeta de crédito,"135,0","4,761904762","6,75","4,8"
NuevaFactura4845,B,Mandalay,Miembro,Masculino,Accesorios electrónicos,"39,75",1,"1,9875","41,7375",25/02/2019,20:19,Efectivo,"39,75","4,761904762","1,9875","6,1"
NuevaFactura7879,A,Yangon,Miembro,Femenino,Accesorios electrónicos,"48,62",8,"19,448","408,408",24/01/2019,10:57,Efectivo,"388,96","4,761904762","19,448","5,0"
NuevaFactura1191,C,Naypyitaw,Miembro,Masculino,Accesorios de moda,"98,7",8,"39,48","829,08",31/01/2019,10:36,Billetera electrónica,"789,6","4,761904762","39,48","8,5"
NuevaFactura6888,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"44,12",3,"6,618","138,978",18/03/2019,13:45,Tarjeta de crédito,"132,36","4,761904762","6,618","7,9"
NuevaFactura8707,B,Mandalay,Miembro,Masculino,Accesorios de moda,"33,63",1,"1,6815","35,3115",20/03/2019,19:55,Efectivo,"33,63","4,761904762","1,6815","5,6"
NuevaFactura1895,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"82,93",4,"16,586","348,306",20/01/2019,16:51,Billetera electrónica,"331,72","4,761904762","16,586","9,6"
NuevaFactura8687,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"74,29",1,"3,7145","78,0045",13/01/2019,19:30,Efectivo,"74,29","4,761904762","3,7145","5,0"
NuevaFactura3178,C,Naypyitaw,Miembro,Masculino,Accesorios de moda,"15,43",1,"0,7715","16,2015",25/01/2019,15:46,Tarjeta de crédito,"15,43","4,761904762","0,7715","6,1"
NuevaFactura7284,B,Mandalay,Miembro,Masculino,Accesorios de moda,"59,86",2,"5,986","125,706",13/01/2019,14:55,Billetera electrónica,"119,72","4,761904762","5,986","6,7"
NuevaFactura7392,C,Naypyitaw,Normal,Femenino,Accesorios electrónicos,"30,24",1,"1,512","31,752",04/03/2019,15:44,Efectivo,"30,24","4,761904762","1,512","8,4"
NuevaFactura3827,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"42,85",1,"2,1425","44,9925",14/03/2019,15:36,Tarjeta de crédito,"42,85","4,761904762","2,1425","9,3"
NuevaFactura9296,A,Yangon,Normal,Femenino,Accesorios de moda,"73,05",4,"14,61","306,81",25/02/2019,17:16,Tarjeta de crédito,"292,2","4,761904762","14,61","4,9"
NuevaFactura4351,A,Yangon,Normal,Femenino,Salud y belleza,"35,68",5,"8,92","187,32",06/02/2019,18:33,Tarjeta de crédito,"178,4","4,761904762","8,92","6,6"
NuevaFactura4469,B,Mandalay,Miembro,Masculino,Hogar y estilo de vida,"46,47",4,"9,294","195,174",08/02/2019,10:53,Efectivo,"185,88","4,761904762","9,294","7,0"
NuevaFactura2104,A,Yangon,Normal,Femenino,Accesorios electrónicos,"15,69",3,"2,3535","49,4235",14/03/2019,14:13,Tarjeta de crédito,"47,07","4,761904762","2,3535","5,8"
NuevaFactura4125,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"42,85",1,"2,1425","44,9925",14/03/2019,15:36,Tarjeta de crédito,"42,85","4,761904762","2,1425","9,3"
NuevaFactura8658,C,Naypyitaw,Normal,Femenino,Hogar y estilo de vida,"70,11",6,"21,033","441,693",14/03/2019,17:54,Billetera electrónica,"420,66","4,761904762","21,033","5,2"
NuevaFactura4757,C,Naypyitaw,Normal,Masculino,Salud y belleza,"33,64",8,"13,456","282,576",15/02/2019,17:10,Tarjeta de crédito,"269,12","4,761904762","13,456","9,3"
